,Q_1,Q_2,Q_3,Q_4,Q_5,Q_LS
2019-01-31,0.3504666868819694,0.8809821379722678,0.723068803325445,0.9975483692183066,1.121552507847623,1.3110362392518067
2019-02-01,0.3595706787326562,0.9060159278086523,0.7436148616056667,1.0261932658498463,1.1490350533887477,1.3091054136611036
2019-02-11,0.3706840864750852,0.9317052194328999,0.7632201649549404,1.0523573276480231,1.1722402738541065,1.2950822269971178
2019-02-12,0.3777776854456564,0.9451088086978762,0.7739448399029287,1.0661986550377534,1.1853383975548404,1.2847695840836266
2019-02-13,0.3852304592855099,0.9615334496376043,0.7882550034727639,1.084210388692291,1.2019509313676273,1.2774297957495793
2019-02-14,0.38895680975977903,0.9656207721634937,0.7919643154178655,1.0879007171522976,1.2053262412017303,1.268660432508156
2019-02-15,0.38996849530941824,0.9660506794549732,0.7900200897345466,1.0850638821051515,1.203236389065409,1.2631609537564676
2019-02-18,0.4039864770024978,1.0001833291504831,0.8162706906339999,1.1192789847836677,1.2361696240503883,1.252328208924833
2019-02-19,0.40965502456617975,1.0056052540502176,0.8171716219103065,1.1194181072648268,1.2365837930832442,1.23517571343735
2019-02-20,0.41153453038907817,1.0074339938808625,0.8200091120687178,1.1207403018663815,1.2394430904747578,1.232364742975536
2019-02-21,0.41167558809623,1.0036818717337057,0.8157856636669224,1.1178460688037004,1.2361982560070748,1.2287160337311753
2019-02-22,0.42292718955340214,1.0277376642415945,0.8329387428852286,1.1379460534054366,1.2572988281564463,1.2161065680851997
2019-02-25,0.44653054897896327,1.0802359622769762,0.8732676430549006,1.1912878139978313,1.310414370288151,1.199611599683989
2019-02-26,0.446443859789751,1.0782350891546744,0.8731610461036344,1.1900053694175117,1.3107081059520598,1.2001133902957457
2019-02-27,0.4467822007075595,1.0781012882485361,0.8715241639433444,1.1877138928597757,1.3083679530976398,1.1970611793022192
2019-02-28,0.44426673829924873,1.0814288627499629,0.8776181965958327,1.1981062206337534,1.3198846493746224,1.2143377808730895
2019-03-01,0.4496066645824688,1.0872209647700986,0.8819964447339309,1.2033499548643152,1.3273565328732904,1.2066162591973106
2019-03-04,0.4603041372711621,1.1067986869435575,0.895938723026898,1.2213016595828678,1.3472119411772647,1.1959565903539888
